a1,a2,a3,a4,a5,h1,h2,h3,h4,h5,period,time,team,etype,assist,away,block,entered,home,left,num,opponent,outof,player,points,possession,reason,result,steal,type,y,x
Andres Nocioni,Ben Wallace,Chris Duhon,Kirk Hinrich,Tyrus Thomas,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,2:34,MIA,shot,,,,,,,,,,Dwyane Wade,2,,,made,,driving layup,25,6
Andres Nocioni,Ben Wallace,Chris Duhon,Kirk Hinrich,Tyrus Thomas,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,2:19,CHI,shot,,,,,,,,,,Chris Duhon,2,,,made,,jump,24,32
Andres Nocioni,Ben Wallace,Chris Duhon,Kirk Hinrich,Tyrus Thomas,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,2:02,MIA,turnover,,,,,,,,,,Gary Payton,,,bad pass,,Tyrus Thomas,,,
Andres Nocioni,Ben Wallace,Chris Duhon,Kirk Hinrich,Tyrus Thomas,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,2:01,MIA,foul,,,,,,,,Tyrus Thomas,,Gary Payton,,,,,,shooting,,
Andres Nocioni,Ben Wallace,Chris Duhon,Kirk Hinrich,Tyrus Thomas,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,2:01,CHI,timeout,,,,,,,,,,,,,,,,regular,,
Andres Nocioni,Ben Wallace,Chris Duhon,Kirk Hinrich,Tyrus Thomas,Antoine Walker,Dwyane Wade,Gary Payton,James Posey,Shaquille O'Neal,3,2:01,MIA,sub,,,,James Posey,,Udonis Haslem,,,,,,,,,,,,
Andres Nocioni,Ben Wallace,Chris Duhon,Kirk Hinrich,Tyrus Thomas,Alonzo Mourning,Antoine Walker,Dwyane Wade,Gary Payton,James Posey,3,2:01,MIA,sub,,,,Alonzo Mourning,,Shaquille O'Neal,,,,,,,,,,,,
Andres Nocioni,Ben Wallace,Chris Duhon,Kirk Hinrich,Tyrus Thomas,Alonzo Mourning,Antoine Walker,Dwyane Wade,Gary Payton,James Posey,3,2:01,CHI,free throw,,,,,,,1,,2,Tyrus Thomas,,,foul,made,,,,
Andres Nocioni,Ben Wallace,Chris Duhon,Kirk Hinrich,Tyrus Thomas,Alonzo Mourning,Antoine Walker,Dwyane Wade,Gary Payton,James Posey,3,2:01,CHI,free throw,,,,,,,2,,2,Tyrus Thomas,,,foul,made,,,,
Andres Nocioni,Ben Wallace,Chris Duhon,Kirk Hinrich,Tyrus Thomas,Alonzo Mourning,Antoine Walker,Dwyane Wade,Gary Payton,James Posey,3,1:44,MIA,shot,,,,,,,,,,Dwyane Wade,,,,missed,,jump bank,34,15
Andres Nocioni,Ben Wallace,Chris Duhon,Kirk Hinrich,Tyrus Thomas,Alonzo Mourning,Antoine Walker,Dwyane Wade,Gary Payton,James Posey,3,1:42,CHI,rebound,,,,,,,,,,Andres Nocioni,,,,,,def,,
Andres Nocioni,Ben Wallace,Chris Duhon,Kirk Hinrich,Tyrus Thomas,Alonzo Mourning,Antoine Walker,Dwyane Wade,Gary Payton,James Posey,3,1:34,CHI,shot,,,,,,,,,,Andres Nocioni,,,,missed,,jump,43,24
Andres Nocioni,Ben Wallace,Chris Duhon,Kirk Hinrich,Tyrus Thomas,Alonzo Mourning,Antoine Walker,Dwyane Wade,Gary Payton,James Posey,3,1:32,MIA,rebound,,,,,,,,,,Gary Payton,,,,,,def,,
Andres Nocioni,Ben Wallace,Chris Duhon,Kirk Hinrich,Tyrus Thomas,Alonzo Mourning,Antoine Walker,Dwyane Wade,Gary Payton,James Posey,3,1:26,MIA,shot,Dwyane Wade,,,,,,,,,James Posey,2,,,made,,layup,25,6
Andres Nocioni,Ben Wallace,Chris Duhon,Kirk Hinrich,Tyrus Thomas,Alonzo Mourning,Antoine Walker,Dwyane Wade,Gary Payton,James Posey,3,1:03,CHI,shot,,,,,,,,,,Kirk Hinrich,,,,missed,,driving layup,25,6
Andres Nocioni,Ben Wallace,Chris Duhon,Kirk Hinrich,Tyrus Thomas,Alonzo Mourning,Antoine Walker,Dwyane Wade,Gary Payton,James Posey,3,1:01,MIA,rebound,,,,,,,,,,Antoine Walker,,,,,,def,,
Andres Nocioni,Ben Wallace,Chris Duhon,Kirk Hinrich,Tyrus Thomas,Alonzo Mourning,Antoine Walker,Dwyane Wade,Gary Payton,James Posey,3,0:48,MIA,shot,,,,,,,,,,Gary Payton,,,,missed,,jump,48,10
Andres Nocioni,Ben Wallace,Chris Duhon,Kirk Hinrich,Tyrus Thomas,Alonzo Mourning,Antoine Walker,Dwyane Wade,Gary Payton,James Posey,3,0:46,MIA,rebound,,,,,,,,,,Dwyane Wade,,,,,,off,,
Andres Nocioni,Ben Wallace,Chris Duhon,Kirk Hinrich,Tyrus Thomas,Alonzo Mourning,Antoine Walker,Dwyane Wade,Gary Payton,James Posey,3,0:42,MIA,foul,,,,,,,,Andres Nocioni,,Antoine Walker,,,,,,offensive,,
Andres Nocioni,Ben Wallace,Chris Duhon,Kirk Hinrich,Tyrus Thomas,Alonzo Mourning,Antoine Walker,Dwyane Wade,Gary Payton,James Posey,3,0:42,MIA,turnover,,,,,,,,,,Antoine Walker,,,foul,,,,,
Andres Nocioni,Ben Wallace,Chris Duhon,Kirk Hinrich,Tyrus Thomas,Alonzo Mourning,Antoine Walker,Dwyane Wade,Gary Payton,James Posey,3,0:24,CHI,shot,,,,,,,,,,Chris Duhon,2,,,made,,jump,39,22
Andres Nocioni,Ben Wallace,Chris Duhon,Kirk Hinrich,Tyrus Thomas,Alonzo Mourning,Antoine Walker,Dwyane Wade,Gary Payton,James Posey,3,0:00,MIA,shot,,,,,,,,,,Antoine Walker,,,,missed,,jump,7,24
Andres Nocioni,Ben Wallace,Chris Duhon,Kirk Hinrich,Tyrus Thomas,Alonzo Mourning,Antoine Walker,Dwyane Wade,Gary Payton,James Posey,3,0:00,CHI,rebound,,,,,,,,,,Chris Duhon,,,,,,def,,
Andres Nocioni,Chris Duhon,Kirk Hinrich,Malik Allen,Tyrus Thomas,Alonzo Mourning,Antoine Walker,Dwyane Wade,Gary Payton,James Posey,4,11:44,MIA,shot,,,,,,,,,,Dwyane Wade,,,,missed,,jump,46,6
Andres Nocioni,Chris Duhon,Kirk Hinrich,Malik Allen,Tyrus Thomas,Alonzo Mourning,Antoine Walker,Dwyane Wade,Gary Payton,James Posey,4,11:42,CHI,rebound,,,,,,,,,,Tyrus Thomas,,,,,,def,,
Andres Nocioni,Chris Duhon,Kirk Hinrich,Malik Allen,Tyrus Thomas,Alonzo Mourning,Antoine Walker,Dwyane Wade,Gary Payton,James Posey,4,11:29,CHI,turnover,,,,,,,,,,Tyrus Thomas,,,bad pass,,,,,
Andres Nocioni,Chris Duhon,Kirk Hinrich,Malik Allen,Tyrus Thomas,Alonzo Mourning,Antoine Walker,Dwyane Wade,Gary Payton,James Posey,4,11:06,MIA,shot,James Posey,,,,,,,,,Dwyane Wade,2,,,made,,running dunk,25,6
Andres Nocioni,Chris Duhon,Kirk Hinrich,Malik Allen,Tyrus Thomas,Alonzo Mourning,Antoine Walker,Dwyane Wade,Gary Payton,James Posey,4,10:39,CHI,shot,,,,,,,,,,Malik Allen,,,,missed,,turnaround jump,11,6
Andres Nocioni,Chris Duhon,Kirk Hinrich,Malik Allen,Tyrus Thomas,Alonzo Mourning,Antoine Walker,Dwyane Wade,Gary Payton,James Posey,4,10:37,MIA,rebound,,,,,,,,,,Dwyane Wade,,,,,,def,,
Andres Nocioni,Chris Duhon,Kirk Hinrich,Malik Allen,Tyrus Thomas,Alonzo Mourning,Antoine Walker,Dwyane Wade,Gary Payton,James Posey,4,10:32,CHI,foul,,,,,,,,Gary Payton,,Tyrus Thomas,,,,,,shooting,,
Andres Nocioni,Kirk Hinrich,Malik Allen,Thabo Sefolosha,Tyrus Thomas,Alonzo Mourning,Antoine Walker,Dwyane Wade,Gary Payton,James Posey,4,10:32,CHI,sub,,,,Thabo Sefolosha,,Chris Duhon,,,,,,,,,,,,
Andres Nocioni,Kirk Hinrich,Malik Allen,Thabo Sefolosha,Tyrus Thomas,Alonzo Mourning,Antoine Walker,Dwyane Wade,Gary Payton,James Posey,4,10:32,MIA,free throw,,,,,,,1,,2,Gary Payton,,,foul,made,,,,
Andres Nocioni,Kirk Hinrich,Malik Allen,Thabo Sefolosha,Tyrus Thomas,Alonzo Mourning,Dwyane Wade,Gary Payton,James Posey,Jason Kapono,4,10:32,MIA,sub,,,,Jason Kapono,,Antoine Walker,,,,,,,,,,,,
Andres Nocioni,Kirk Hinrich,Malik Allen,Thabo Sefolosha,Tyrus Thomas,Alonzo Mourning,Dwyane Wade,Gary Payton,James Posey,Jason Kapono,4,10:32,MIA,free throw,,,,,,,2,,2,Gary Payton,,,foul,made,,,,
Andres Nocioni,Kirk Hinrich,Malik Allen,Thabo Sefolosha,Tyrus Thomas,Alonzo Mourning,Chris Quinn,Dwyane Wade,James Posey,Jason Kapono,4,10:27,MIA,sub,,,,Chris Quinn,,Gary Payton,,,,,,,,,,,,
Andres Nocioni,Kirk Hinrich,Malik Allen,Thabo Sefolosha,Tyrus Thomas,Alonzo Mourning,Chris Quinn,Dwyane Wade,James Posey,Jason Kapono,4,10:20,CHI,turnover,,,,,,,,,,Tyrus Thomas,,,lost ball,,Dwyane Wade,,,
Andres Nocioni,Kirk Hinrich,Malik Allen,Thabo Sefolosha,Tyrus Thomas,Alonzo Mourning,Chris Quinn,Dwyane Wade,James Posey,Jason Kapono,4,10:18,MIA,shot,,,,,,,,,,Dwyane Wade,2,,,made,,driving dunk,25,6
Andres Nocioni,Kirk Hinrich,Malik Allen,Thabo Sefolosha,Tyrus Thomas,Alonzo Mourning,Chris Quinn,Dwyane Wade,James Posey,Jason Kapono,4,10:17,CHI,timeout,,,,,,,,,,,,,,,,regular,,
Andres Nocioni,Kirk Hinrich,Malik Allen,Thabo Sefolosha,Tyrus Thomas,Alonzo Mourning,Chris Quinn,Dwyane Wade,James Posey,Jason Kapono,4,10:05,CHI,shot,Tyrus Thomas,,,,,,,,,Andres Nocioni,2,,,made,,jump,15,23
Andres Nocioni,Kirk Hinrich,Malik Allen,Thabo Sefolosha,Tyrus Thomas,Alonzo Mourning,Chris Quinn,Dwyane Wade,James Posey,Jason Kapono,4,9:40,MIA,shot,,,Malik Allen,,,,,,,Alonzo Mourning,,,,missed,,jump,28,11
Andres Nocioni,Kirk Hinrich,Malik Allen,Thabo Sefolosha,Tyrus Thomas,Alonzo Mourning,Chris Quinn,Dwyane Wade,James Posey,Jason Kapono,4,9:38,CHI,rebound,,,,,,,,,,Malik Allen,,,,,,def,,
Andres Nocioni,Kirk Hinrich,Malik Allen,Thabo Sefolosha,Tyrus Thomas,Alonzo Mourning,Chris Quinn,Dwyane Wade,James Posey,Jason Kapono,4,9:34,MIA,foul,,,,,,,,Andres Nocioni,,James Posey,,,,,,personal,,
Andres Nocioni,Kirk Hinrich,Malik Allen,Thabo Sefolosha,Tyrus Thomas,Alonzo Mourning,Chris Quinn,Dwyane Wade,James Posey,Jason Kapono,4,9:18,CHI,shot,,,,,,,,,,Malik Allen,,,,missed,,jump,5,9
Andres Nocioni,Kirk Hinrich,Malik Allen,Thabo Sefolosha,Tyrus Thomas,Alonzo Mourning,Chris Quinn,Dwyane Wade,James Posey,Jason Kapono,4,9:16,CHI,rebound,,,,,,,,,,Thabo Sefolosha,,,,,,off,,
Andres Nocioni,Kirk Hinrich,Malik Allen,Thabo Sefolosha,Tyrus Thomas,Alonzo Mourning,Chris Quinn,Dwyane Wade,James Posey,Jason Kapono,4,9:14,CHI,shot,,,,,,,,,,Thabo Sefolosha,2,,,made,,tip,25,6
Andres Nocioni,Kirk Hinrich,Malik Allen,Thabo Sefolosha,Tyrus Thomas,Alonzo Mourning,Chris Quinn,Dwyane Wade,James Posey,Jason Kapono,4,8:52,MIA,turnover,,,,,,,,,,Alonzo Mourning,,,lost ball,,Thabo Sefolosha,,,
Andres Nocioni,Kirk Hinrich,Malik Allen,Thabo Sefolosha,Tyrus Thomas,Alonzo Mourning,Chris Quinn,Dwyane Wade,James Posey,Jason Kapono,4,8:44,CHI,shot,,,,,,,,,,Tyrus Thomas,,,,missed,,jump,13,8
Andres Nocioni,Kirk Hinrich,Malik Allen,Thabo Sefolosha,Tyrus Thomas,Alonzo Mourning,Chris Quinn,Dwyane Wade,James Posey,Jason Kapono,4,8:41,CHI,rebound,,,,,,,,,,Malik Allen,,,,,,off,,
Andres Nocioni,Kirk Hinrich,Malik Allen,Thabo Sefolosha,Tyrus Thomas,Alonzo Mourning,Chris Quinn,Dwyane Wade,James Posey,Jason Kapono,4,8:40,CHI,shot,,,,,,,,,,Malik Allen,2,,,made,,tip,25,6
Andres Nocioni,Kirk Hinrich,Malik Allen,Thabo Sefolosha,Tyrus Thomas,Alonzo Mourning,Chris Quinn,Dwyane Wade,James Posey,Jason Kapono,4,8:26,MIA,shot,,,,,,,,,,Chris Quinn,2,,,made,,running jump,22,14
Andres Nocioni,Kirk Hinrich,Malik Allen,Thabo Sefolosha,Tyrus Thomas,Alonzo Mourning,Chris Quinn,Dwyane Wade,James Posey,Jason Kapono,4,8:14,CHI,shot,,,,,,,,,,Kirk Hinrich,2,,,made,,running jump,21,11
Andres Nocioni,Kirk Hinrich,Malik Allen,Thabo Sefolosha,Tyrus Thomas,Alonzo Mourning,Chris Quinn,Dwyane Wade,James Posey,Jason Kapono,4,8:14,MIA,foul,,,,,,,,Kirk Hinrich,,Chris Quinn,,,,,,shooting,,
Andres Nocioni,Kirk Hinrich,Malik Allen,Thabo Sefolosha,Tyrus Thomas,Alonzo Mourning,Chris Quinn,Dorell Wright,James Posey,Jason Kapono,4,8:14,MIA,sub,,,,Dorell Wright,,Dwyane Wade,,,,,,,,,,,,
Andres Nocioni,Kirk Hinrich,Malik Allen,Thabo Sefolosha,Tyrus Thomas,Alonzo Mourning,Chris Quinn,Dorell Wright,James Posey,Jason Kapono,4,8:14,CHI,free throw,,,,,,,1,,1,Kirk Hinrich,,,foul,made,,,,
Andres Nocioni,Kirk Hinrich,Malik Allen,Thabo Sefolosha,Tyrus Thomas,Alonzo Mourning,Chris Quinn,Dorell Wright,James Posey,Jason Kapono,4,8:08,CHI,foul,,,,,,,,Chris Quinn,,Thabo Sefolosha,,,,,,personal,,
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Tyrus Thomas,Alonzo Mourning,Chris Quinn,Dorell Wright,James Posey,Jason Kapono,4,8:08,CHI,sub,,,,Adrian Griffin,,Kirk Hinrich,,,,,,,,,,,,
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Tyrus Thomas,Alonzo Mourning,Chris Quinn,Dorell Wright,James Posey,Jason Kapono,4,8:00,MIA,shot,,,,,,,,,,Chris Quinn,,,,missed,,running jump,27,10
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Tyrus Thomas,Alonzo Mourning,Chris Quinn,Dorell Wright,James Posey,Jason Kapono,4,7:58,CHI,rebound,,,,,,,,,,Andres Nocioni,,,,,,def,,
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Tyrus Thomas,Alonzo Mourning,Chris Quinn,Dorell Wright,James Posey,Jason Kapono,4,7:43,CHI,shot,,,,,,,,,,Tyrus Thomas,,,,missed,,layup,25,6
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Tyrus Thomas,Alonzo Mourning,Chris Quinn,Dorell Wright,James Posey,Jason Kapono,4,7:43,CHI,rebound,,,,,,,,,,,,,,,,,,
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Tyrus Thomas,Alonzo Mourning,Chris Quinn,Dorell Wright,James Posey,Jason Kapono,4,7:43,CHI,timeout,,,,,,,,,,,,,,,,short,,
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Alonzo Mourning,Chris Quinn,Dorell Wright,James Posey,Jason Kapono,4,7:43,CHI,sub,,,,Viktor Khryapa,,Tyrus Thomas,,,,,,,,,,,,
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Chris Quinn,Dorell Wright,James Posey,Jason Kapono,Wayne Simien,4,7:43,MIA,sub,,,,Wayne Simien,,Alonzo Mourning,,,,,,,,,,,,
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Chris Quinn,Dorell Wright,James Posey,Jason Kapono,Wayne Simien,4,7:35,CHI,shot,,,,,,,,,,Malik Allen,,,,missed,,turnaround jump,12,20
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Chris Quinn,Dorell Wright,James Posey,Jason Kapono,Wayne Simien,4,7:33,MIA,rebound,,,,,,,,,,Dorell Wright,,,,,,def,,
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Chris Quinn,Dorell Wright,James Posey,Jason Kapono,Wayne Simien,4,7:17,MIA,shot,,,,,,,,,,Chris Quinn,,,,missed,,jump,48,10
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Chris Quinn,Dorell Wright,James Posey,Jason Kapono,Wayne Simien,4,7:15,CHI,rebound,,,,,,,,,,Malik Allen,,,,,,def,,
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Chris Quinn,Dorell Wright,James Posey,Jason Kapono,Wayne Simien,4,6:56,CHI,shot,Malik Allen,,,,,,,,,Thabo Sefolosha,2,,,made,,jump,12,22
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Chris Quinn,Dorell Wright,James Posey,Jason Kapono,Wayne Simien,4,6:40,MIA,shot,Chris Quinn,,,,,,,,,Dorell Wright,2,,,made,,jump,14,20
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Chris Quinn,Dorell Wright,James Posey,Jason Kapono,Wayne Simien,4,6:17,CHI,shot,,,,,,,,,,Thabo Sefolosha,2,,,made,,jump,23,26
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Chris Quinn,Dorell Wright,James Posey,Jason Kapono,Wayne Simien,4,6:03,CHI,foul,,,,,,,,,,Malik Allen,,,,,,illegal defense,,
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Chris Quinn,Dorell Wright,James Posey,Jason Kapono,Wayne Simien,4,6:03,MIA,free throw,,,,,,,1,,1,Jason Kapono,,,technical,made,,,,
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Chris Quinn,Dorell Wright,James Posey,Jason Kapono,Wayne Simien,4,5:47,MIA,shot,,,,,,,,,,Wayne Simien,2,,,made,,jump,45,7
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Chris Quinn,Dorell Wright,James Posey,Jason Kapono,Wayne Simien,4,5:33,CHI,shot,Adrian Griffin,,,,,,,,,Andres Nocioni,2,,,made,,jump,42,23
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Chris Quinn,Dorell Wright,James Posey,Jason Kapono,Wayne Simien,4,5:18,MIA,shot,Chris Quinn,,,,,,,,,Jason Kapono,2,,,made,,jump,17,20
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Chris Quinn,Dorell Wright,James Posey,Jason Kapono,Wayne Simien,4,5:07,OFF,timeout,,,,,,,,,,,,,,,,official,,
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,5:07,MIA,sub,,,,Robert Hite,,Chris Quinn,,,,,,,,,,,,
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,5:01,MIA,foul,,,,,,,,Viktor Khryapa,,Dorell Wright,,,,,,personal,,
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,5:01,CHI,free throw,,,,,,,1,,2,Viktor Khryapa,,,foul,made,,,,
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,5:01,CHI,free throw,,,,,,,2,,2,Viktor Khryapa,,,foul,missed,,,,
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,5:00,MIA,rebound,,,,,,,,,,Dorell Wright,,,,,,def,,
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,4:51,MIA,turnover,,,,,,,,,,Robert Hite,,,lost ball,,Thabo Sefolosha,,,
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,4:45,CHI,shot,,,,,,,,,,Thabo Sefolosha,2,,,made,,driving dunk,25,6
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,4:45,MIA,foul,,,,,,,,Thabo Sefolosha,,Robert Hite,,,,,,shooting,,
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,4:45,CHI,free throw,,,,,,,1,,1,Thabo Sefolosha,,,foul,made,,,,
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,4:35,MIA,turnover,,,,,,,,,,James Posey,,,bad pass,,,,,
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,4:21,CHI,shot,,,,,,,,,,Viktor Khryapa,,,,missed,,jump,5,6
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,4:19,MIA,rebound,,,,,,,,,,Wayne Simien,,,,,,def,,
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,4:13,MIA,foul,,,,,,,,Viktor Khryapa,,Wayne Simien,,,,,,offensive,,
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,4:13,MIA,turnover,,,,,,,,,,Wayne Simien,,,foul,,,,,
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,3:55,CHI,turnover,,,,,,,,,,Viktor Khryapa,,,bad pass,,Jason Kapono,,,
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,3:47,MIA,shot,,,,,,,,,,Dorell Wright,,,,missed,,driving finger roll,25,6
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,3:45,CHI,rebound,,,,,,,,,,Andres Nocioni,,,,,,def,,
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,3:37,CHI,turnover,,,,,,,,,,Andres Nocioni,,,lost ball,,Robert Hite,,,
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,3:33,MIA,turnover,,,,,,,,,,Robert Hite,,,bad pass,,Viktor Khryapa,,,
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,3:28,CHI,shot,,,,,,,,,,Adrian Griffin,,,,missed,,jump,4,6
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,3:26,MIA,rebound,,,,,,,,,,Robert Hite,,,,,,def,,
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,3:13,MIA,shot,,,,,,,,,,Robert Hite,,,,missed,,jump,5,22
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,3:11,CHI,rebound,,,,,,,,,,Andres Nocioni,,,,,,def,,
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,2:58,CHI,shot,,,,,,,,,,Malik Allen,,,,missed,,jump,18,17
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,2:56,CHI,rebound,,,,,,,,,,Thabo Sefolosha,,,,,,off,,
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,2:41,CHI,shot,Andres Nocioni,,,,,,,,,Malik Allen,2,,,made,,layup,25,6
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,2:17,MIA,shot,,,,,,,,,,Robert Hite,,,,missed,,jump,35,7
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,2:15,CHI,rebound,,,,,,,,,,Andres Nocioni,,,,,,def,,
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,2:06,CHI,turnover,,,,,,,,,,Adrian Griffin,,,3 second violation,,,,,
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,2:06,MIA,timeout,,,,,,,,,,,,,,,,regular,,
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,1:52,MIA,shot,,,,,,,,,,Dorell Wright,,,,missed,,jump,45,7
